code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,bloc_vainqueur,taux_chomage,nb_chomeurs,nb_actifs,population_mun,population_tot,taux_delinquance,nb_faits_total,nb_indicateurs,bloc_vainqueur_encoded
59250,00250,Fournes-en-Weppes,2017,1807,280,1527,1495,15.5,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,32.11,23.41,18.13,11.84,8.63,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.41,1.0,58.86,16.72,DROITE,11.6,121.24525,1045.47615,2216,2349,13.09,29.0,5.0,2
59251,00251,Frasnoy,2017,260,33,227,222,12.69,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,30.18,22.52,16.67,16.22,7.66,DROITE,DROITE,GAUCHE,CENTRE,DROITE,16.22,1.35,60.36,22.07,DROITE,12.82,25.19947,196.55585,379,383,0.0,0.0,8.0,2
59252,00252,Frelinghien,2017,2012,353,1659,1627,17.54,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.03,23.17,21.39,12.54,7.01,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.39,1.72,58.21,18.68,DROITE,9.57,110.41108,1153.94986,2402,2426,25.4,61.0,8.0,2
59253,00253,Fresnes-sur-Escaut,2017,5153,1443,3710,3602,28.0,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,46.61,21.99,12.97,7.88,3.97,DROITE,GAUCHE,CENTRE,DROITE,DROITE,12.97,1.14,58.47,27.43,DROITE,24.73,796.17132,3218.84752,7601,7661,38.02,289.0,11.0,2
59254,00254,Fressain,2017,693,107,586,571,15.44,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,38.18,18.91,17.51,13.31,5.08,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,17.51,1.58,55.87,25.04,DROITE,7.95,35.27936,443.51197,884,896,0.0,0.0,5.0,2
59255,00255,Fressies,2017,416,70,346,337,16.83,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,47.48,17.21,10.98,9.5,7.72,DROITE,CENTRE,DROITE,GAUCHE,DROITE,17.21,0.59,66.17,16.02,DROITE,12.82,30.0,234.0,566,574,0.0,0.0,8.0,2
59256,00256,Fretin,2017,2476,353,2123,2060,14.26,MACRON,LE PEN,MÉLENCHON,FILLON,HAMON,23.64,21.94,19.32,17.04,8.3,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,23.64,2.09,45.39,28.88,DROITE,9.86,164.75671,1670.95145,3379,3404,41.14,139.0,10.0,2
59257,00257,Fromelles,2017,812,101,711,692,12.44,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.47,27.46,18.64,11.71,7.8,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.64,1.45,63.73,16.18,DROITE,14.78,67.19311,454.68958,917,928,0.0,0.0,5.0,2
59258,00258,Genech,2017,1918,299,1619,1586,15.59,MACRON,FILLON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,29.13,24.4,18.47,15.51,5.04,CENTRE,DROITE,DROITE,GAUCHE,DROITE,29.13,1.58,47.92,21.37,DROITE,6.67,80.0,1200.0,2685,3325,18.25,49.0,4.0,2
59259,00259,Ghissignies,2017,410,48,362,350,11.71,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,29.71,24.29,18.86,13.43,5.43,CENTRE,DROITE,DROITE,GAUCHE,DROITE,29.71,3.43,48.57,18.29,DROITE,12.0,30.58252,254.85437,525,545,0.0,0.0,6.0,2
59260,00260,Ghyvelde,2017,3228,538,2690,2613,16.67,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,35.59,18.48,16.61,16.11,6.66,DROITE,GAUCHE,DROITE,CENTRE,DROITE,16.11,1.72,58.86,23.31,DROITE,11.34,219.94644,1939.52767,4192,4256,24.81,104.0,10.0,2
59261,00261,Glageon,2017,1149,253,896,871,22.02,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,42.82,16.65,16.65,12.17,4.13,DROITE,CENTRE,GAUCHE,DROITE,DROITE,16.65,1.72,59.13,22.5,DROITE,23.33,165.08135,707.6661,1831,1842,8.74,16.0,3.0,2
59262,00262,Godewaersvelde,2017,1535,210,1325,1285,13.68,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,28.87,19.61,18.83,17.82,5.91,DROITE,DROITE,GAUCHE,CENTRE,DROITE,17.82,1.4,54.4,26.38,DROITE,9.18,90.0,980.0,2055,2093,4.87,10.0,4.0,2
59263,00263,Goeulzin,2017,929,179,750,730,19.27,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.26,25.21,18.36,16.3,5.89,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.36,0.82,58.36,22.47,DROITE,4.56,19.6583,430.68967,1018,1042,0.0,0.0,4.0,2
59264,00264,Gognies-Chaussée,2017,580,157,423,415,27.07,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,37.35,21.2,15.18,13.01,6.02,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,15.18,1.93,63.13,19.76,DROITE,16.18,57.0122,352.43902,765,775,6.54,5.0,3.0,2
59265,00265,Gommegnies,2017,1724,290,1434,1403,16.82,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,31.43,20.17,17.53,16.96,5.84,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.17,1.35,54.24,24.23,DROITE,9.75,113.84564,1168.20468,2289,2329,7.43,17.0,5.0,2
59266,00266,Gondecourt,2017,3276,575,2701,2633,17.55,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,24.72,23.21,18.91,18.46,6.76,CENTRE,DROITE,DROITE,GAUCHE,DROITE,24.72,1.48,48.88,24.91,DROITE,7.04,138.23921,1964.97164,4004,4046,26.47,106.0,9.0,2
59267,00267,Gonnelieu,2017,239,60,179,174,25.1,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.83,14.94,14.37,9.77,8.62,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.37,2.87,63.22,19.54,DROITE,23.08,30.0,130.0,313,317,0.0,0.0,10.0,2
59268,00268,La Gorgue,2017,3973,750,3223,3131,18.88,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.75,18.36,16.86,13.06,6.2,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.86,1.66,57.01,24.47,DROITE,12.17,326.09066,2680.12601,5673,5727,31.55,179.0,8.0,2
59269,00269,Gouzeaucourt,2017,1112,234,878,850,21.04,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,40.12,16.94,15.41,15.18,6.24,DROITE,GAUCHE,DROITE,CENTRE,DROITE,15.18,1.18,61.76,21.88,DROITE,17.83,120.21666,674.25863,1544,1572,14.25,22.0,5.0,2
59270,00270,Grand-Fayt,2017,379,68,311,302,17.94,LE PEN,MÉLENCHON,DUPONT-AIGNAN,MACRON,FILLON,39.4,15.56,13.25,12.91,11.59,DROITE,GAUCHE,DROITE,CENTRE,DROITE,12.91,1.32,64.24,21.52,DROITE,10.69,24.54708,229.63525,508,515,0.0,0.0,6.0,2
59271,00271,Grande-Synthe,2017,15081,4689,10392,10051,31.09,MÉLENCHON,LE PEN,MACRON,HAMON,FILLON,33.8,30.96,13.79,7.17,5.9,GAUCHE,DROITE,CENTRE,GAUCHE,DROITE,13.79,2.91,39.73,43.58,GAUCHE,28.54,2435.81966,8533.56719,23294,23494,57.4,1337.0,14.0,0
59272,00272,Grand-Fort-Philippe,2017,4154,995,3159,3041,23.95,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.23,16.67,13.15,9.93,6.51,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.15,2.04,60.67,24.14,DROITE,21.27,435.0,2045.0,5081,5130,15.15,77.0,5.0,2
59273,00273,Gravelines,2017,9094,2009,7085,6882,22.09,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,36.97,19.47,16.75,10.24,6.28,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,16.75,2.43,52.76,28.06,DROITE,15.76,822.91193,5220.67229,11461,11675,34.38,394.0,12.0,2
59274,00274,La Groise,2017,355,76,279,272,21.41,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,38.24,19.49,16.54,11.03,8.46,DROITE,DROITE,GAUCHE,CENTRE,DROITE,11.03,1.47,66.18,21.32,DROITE,19.51,40.66528,208.40956,489,493,0.0,0.0,4.0,2
59275,00275,Gruson,2017,963,70,893,878,7.27,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,46.01,27.33,9.79,7.63,4.33,DROITE,CENTRE,DROITE,GAUCHE,DROITE,27.33,1.37,60.14,11.16,DROITE,9.7,47.45751,489.21637,1204,1240,5.81,7.0,6.0,2
59276,00276,Guesnain,2017,3610,797,2813,2739,22.08,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,36.66,31.98,14.2,6.35,3.76,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.2,1.31,46.7,37.79,DROITE,25.17,470.0,1867.0,4651,4686,32.68,152.0,9.0,2
59277,00277,Gussignies,2017,183,31,152,148,16.94,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,31.08,20.95,20.27,16.22,6.08,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.95,1.35,57.43,20.27,DROITE,12.5,20.0,160.0,337,342,0.0,0.0,7.0,2
59278,00278,Hallennes-lez-Haubourdin,2017,3146,501,2645,2596,15.92,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,27.2,22.69,19.3,15.06,6.59,DROITE,CENTRE,GAUCHE,DROITE,DROITE,22.69,1.66,48.84,26.81,DROITE,14.02,300.0,2140.0,4249,4282,25.89,110.0,9.0,2
59279,00279,Halluin,2017,14825,3826,10999,10720,25.81,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,30.1,20.35,18.34,16.62,5.86,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.34,1.64,52.58,27.43,DROITE,14.84,1460.42153,9841.21273,20708,20857,52.15,1080.0,14.0,2
59280,00280,Hamel,2017,639,100,539,521,15.65,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,39.54,17.66,16.7,15.36,4.41,DROITE,GAUCHE,DROITE,CENTRE,DROITE,15.36,1.34,60.65,22.65,DROITE,15.94,53.95965,338.47415,778,787,9.0,7.0,5.0,2
59281,00281,Hantay,2017,853,114,739,724,13.36,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,25.14,23.76,21.41,16.71,5.8,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,21.41,0.97,46.96,30.66,DROITE,16.67,96.44555,578.44246,1303,1315,6.91,9.0,5.0,2
59282,00282,Hardifort,2017,311,45,266,260,14.47,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,23.08,21.92,19.62,16.92,8.46,DROITE,GAUCHE,DROITE,CENTRE,DROITE,16.92,2.69,51.15,29.23,DROITE,13.16,25.0,190.0,383,394,0.0,0.0,6.0,2
59283,00283,Hargnies,2017,464,72,392,383,15.52,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,42.82,15.93,14.88,14.36,7.31,DROITE,CENTRE,DROITE,GAUCHE,DROITE,15.93,0.52,65.01,18.54,DROITE,3.57,9.95074,278.62069,606,617,0.0,0.0,8.0,2
59284,00284,Hasnon,2017,3066,705,2361,2279,22.99,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,33.04,22.16,18.34,13.03,5.05,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,18.34,2.15,50.94,28.57,DROITE,12.44,240.0,1930.0,3870,3898,17.05,66.0,7.0,2
59285,00285,Haspres,2017,2131,425,1706,1661,19.94,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,41.36,20.65,15.59,10.3,5.54,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.59,0.84,56.17,27.39,DROITE,15.07,189.7806,1259.5192,2757,2780,9.79,27.0,4.0,2
59286,00286,Haubourdin,2017,9925,2354,7571,7368,23.72,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,32.95,22.38,19.2,10.94,5.51,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.2,1.78,49.08,29.94,DROITE,14.9,1054.67294,7076.96027,14934,15054,47.81,714.0,13.0,2
59287,00287,Haucourt-en-Cambrésis,2017,155,13,142,136,8.39,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,43.38,16.18,15.44,12.5,6.62,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.44,2.94,66.18,15.44,DROITE,5.88,5.10101,86.71717,202,206,0.0,0.0,11.0,2
59288,00288,Haulchin,2017,1635,301,1334,1282,18.41,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,39.78,22.07,14.51,10.92,5.3,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.51,1.64,56.01,27.85,DROITE,16.95,170.31428,1004.71118,2268,2287,29.1,66.0,4.0,2
59289,00289,Haussy,2017,1163,235,928,905,20.21,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.57,20.77,16.8,14.25,4.97,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.8,1.66,55.8,25.75,DROITE,15.66,105.41341,673.124,1538,1573,0.0,0.0,4.0,2
59290,00290,Haut-Lieu,2017,313,61,252,246,19.49,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,36.99,21.14,16.26,15.04,6.1,DROITE,CENTRE,DROITE,GAUCHE,DROITE,21.14,1.22,59.35,18.29,DROITE,10.0,15.1928,151.92802,394,395,0.0,0.0,7.0,2
59291,00291,Hautmont,2017,9703,3555,6148,5984,36.64,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,39.52,22.44,13.9,11.75,4.51,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,13.9,1.77,55.13,29.19,DROITE,33.11,1890.05376,5708.06036,14548,14671,37.94,552.0,13.0,2
59292,00292,Haveluy,2017,2083,451,1632,1590,21.65,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,41.32,26.6,11.38,8.68,6.35,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,11.38,1.32,50.31,36.98,DROITE,24.71,325.0,1315.0,3129,3136,22.05,69.0,5.0,2
59293,00293,Haverskerque,2017,1109,221,888,867,19.93,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,32.64,20.07,17.99,15.92,4.96,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.07,1.96,55.59,22.38,DROITE,8.16,58.74823,720.3028,1441,1467,0.0,0.0,5.0,2
59294,00294,Haynecourt,2017,239,44,195,193,18.41,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.09,24.35,19.69,12.44,8.81,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.69,1.04,64.25,15.03,DROITE,6.47,9.92079,153.32447,325,329,0.0,0.0,7.0,2
59295,00295,Hazebrouck,2017,16660,3656,13004,12685,21.94,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,28.21,20.74,19.55,17.09,5.7,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,20.74,1.46,50.45,27.36,DROITE,15.2,1475.06202,9702.75214,21685,22243,40.72,883.0,14.0,2
59296,00296,Hecq,2017,298,54,244,238,18.12,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,35.29,17.23,15.55,14.29,9.24,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.55,1.68,61.76,21.01,DROITE,5.88,9.91667,168.58333,357,366,0.0,0.0,10.0,2
59297,00297,Hélesmes,2017,1416,322,1094,1064,22.74,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,41.73,18.8,15.6,11.94,5.36,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.6,0.75,59.02,24.62,DROITE,11.41,105.0,920.0,1975,1987,9.62,19.0,5.0,2
59299,00299,Hem,2017,13739,3046,10693,10483,22.17,FILLON,MÉLENCHON,MACRON,LE PEN,HAMON,24.45,23.61,23.09,17.23,5.24,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,23.09,1.53,45.44,29.94,DROITE,17.5,1425.08181,8145.47647,18914,19092,45.26,856.0,13.0,2
59300,00300,Hem-Lenglet,2017,413,62,351,346,15.01,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,48.55,13.58,13.29,12.14,6.07,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.14,1.16,68.21,18.5,DROITE,18.0,44.83265,249.08728,574,585,0.0,0.0,5.0,2
59301,00301,Hergnies,2017,3329,882,2447,2365,26.49,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.07,18.82,16.53,11.92,6.72,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.53,2.71,54.71,26.05,DROITE,12.38,258.68837,2089.51069,4415,4449,12.91,57.0,7.0,2
59302,00302,Hérin,2017,2883,601,2282,2228,20.85,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.84,21.9,15.35,9.02,5.07,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.35,1.62,54.94,28.1,DROITE,13.28,238.46776,1796.08988,4052,4083,28.63,116.0,9.0,2
59303,00303,Herlies,2017,1871,311,1560,1527,16.62,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,25.41,24.23,23.64,14.6,5.83,CENTRE,DROITE,DROITE,GAUCHE,DROITE,25.41,1.05,53.7,19.84,DROITE,7.52,85.0,1130.0,2408,2435,13.29,32.0,6.0,2
59304,00304,Herrin,2017,334,40,294,285,11.98,MACRON,FILLON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,27.37,25.61,18.25,14.39,6.32,CENTRE,DROITE,DROITE,GAUCHE,DROITE,27.37,1.05,50.18,21.4,DROITE,15.0,30.0,200.0,423,429,0.0,0.0,7.0,2
59305,00305,Herzeele,2017,1245,187,1058,1024,15.02,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,29.49,23.93,17.29,13.57,8.69,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.29,1.56,62.11,19.04,DROITE,8.7,70.0,805.0,1629,1661,27.62,45.0,6.0,2
59306,00306,Hestrud,2017,196,51,145,141,26.02,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,29.79,23.4,20.57,12.77,7.8,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,20.57,0.0,57.45,21.99,DROITE,20.07,28.88405,143.94529,295,304,0.0,0.0,8.0,2
59307,00307,Holque,2017,699,130,569,557,18.6,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,43.99,17.24,13.11,12.75,5.21,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.11,2.33,61.94,22.62,DROITE,10.71,45.0,420.0,899,904,0.0,0.0,5.0,2
59308,00308,Hondeghem,2017,744,70,674,661,9.41,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,25.42,21.48,21.18,14.67,7.56,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.18,1.51,54.46,22.84,DROITE,6.32,31.17519,493.60718,970,996,0.0,0.0,5.0,2
59309,00309,Hondschoote,2017,2975,651,2324,2257,21.88,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,35.31,19.1,18.12,15.24,5.14,DROITE,GAUCHE,DROITE,CENTRE,DROITE,15.24,1.28,58.57,24.9,DROITE,12.11,216.66132,1789.64917,4097,4199,17.82,73.0,7.0,2
59310,00310,Hon-Hergies,2017,490,90,400,394,18.37,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,36.04,18.27,16.24,14.97,7.87,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.97,1.27,62.18,21.57,DROITE,14.35,60.38826,420.83948,853,860,0.0,0.0,4.0,2
59311,00311,Honnechy,2017,349,66,283,269,18.91,LE PEN,MÉLENCHON,FILLON,DUPONT-AIGNAN,MACRON,44.98,18.59,15.24,7.06,7.06,DROITE,GAUCHE,DROITE,DROITE,CENTRE,7.06,1.12,67.29,24.54,DROITE,19.57,44.42935,227.08333,545,553,0.0,0.0,6.0,2
59312,00312,Honnecourt-sur-Escaut,2017,515,98,417,408,19.03,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,39.22,18.14,18.14,13.97,4.41,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.97,1.47,61.76,22.79,DROITE,28.01,95.77652,341.94781,790,802,0.0,0.0,5.0,2
59313,00313,Hordain,2017,1071,124,947,928,11.58,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,39.22,23.28,15.19,11.1,4.31,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.19,1.08,54.53,29.2,DROITE,14.73,95.0,645.0,1408,1414,6.39,9.0,3.0,2
59314,00314,Hornaing,2017,2692,528,2164,2111,19.61,LE PEN,MÉLENCHON,HAMON,MACRON,FILLON,40.17,19.19,13.45,12.6,7.82,DROITE,GAUCHE,GAUCHE,CENTRE,DROITE,12.6,1.33,51.4,34.68,DROITE,16.83,260.0,1545.0,3553,3578,25.33,90.0,11.0,2
59315,00315,Houdain-lez-Bavay,2017,670,143,527,517,21.34,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,33.46,18.38,17.79,14.7,6.38,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,17.79,1.74,57.83,22.63,DROITE,10.83,44.54051,411.1728,876,884,0.0,0.0,3.0,2
59316,00316,Houplin-Ancoisne,2017,2696,415,2281,2228,15.39,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,27.92,21.27,18.76,16.92,6.6,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,21.27,1.21,50.81,26.71,DROITE,10.26,180.36667,1758.03389,3439,3482,40.42,139.0,9.0,2
59317,00317,Houplines,2017,5912,1594,4318,4210,26.96,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,30.45,20.33,19.05,13.59,7.27,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.05,1.45,49.98,29.52,DROITE,11.06,414.06344,3745.23294,7840,7952,41.07,322.0,12.0,2
59318,00318,Houtkerque,2017,752,152,600,585,20.21,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,37.09,24.62,12.48,10.43,7.18,DROITE,DROITE,CENTRE,GAUCHE,DROITE,12.48,1.03,68.89,17.61,DROITE,3.88,20.46843,527.06212,1005,1013,0.0,0.0,7.0,2
59319,00319,Hoymille,2017,2643,385,2258,2203,14.57,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,29.46,20.34,19.29,15.07,8.35,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.34,1.13,57.1,21.43,DROITE,6.36,85.32128,1341.65614,3224,3430,9.31,30.0,7.0,2
59320,00320,Illies,2017,1079,122,957,927,11.31,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.12,19.74,19.2,14.78,5.39,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.2,1.29,58.25,21.25,DROITE,10.06,85.67734,852.01355,1546,1556,8.41,13.0,4.0,2
59321,00321,Inchy,2017,556,128,428,417,23.02,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,40.29,15.83,15.59,13.19,8.15,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.59,1.92,64.27,18.23,DROITE,19.05,60.2587,316.25425,738,743,0.0,0.0,4.0,2
59322,00322,Iwuy,2017,2484,460,2024,1965,18.52,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.99,17.81,13.59,11.09,5.34,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.59,1.22,61.42,23.77,DROITE,19.41,297.70549,1533.78195,3336,3366,20.98,70.0,6.0,2
59323,00323,Jenlain,2017,886,128,758,749,14.45,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.9,24.17,20.83,13.35,7.61,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.17,2.0,56.34,17.49,DROITE,3.85,19.87719,516.80688,1134,1161,6.17,7.0,7.0,2
59324,00324,Jeumont,2017,6955,2477,4478,4368,35.61,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,34.55,25.92,14.95,10.35,6.59,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.95,1.9,48.83,34.32,DROITE,31.38,1256.51334,4003.89151,10185,10313,43.5,443.0,13.0,2
59325,00325,Jolimetz,2017,731,111,620,602,15.18,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,27.57,21.59,20.27,12.79,6.81,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,20.27,2.66,55.15,21.93,DROITE,10.59,45.0,425.0,873,889,0.0,0.0,5.0,2
59326,00326,Killem,2017,816,134,682,661,16.42,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,34.49,20.73,18.46,11.95,5.75,DROITE,DROITE,GAUCHE,CENTRE,DROITE,11.95,2.57,60.97,24.51,DROITE,8.0,37.77003,472.12544,1084,1104,0.0,0.0,3.0,2
59327,00327,Lallaing,2017,4373,939,3434,3319,21.47,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,43.09,27.6,10.88,8.04,3.92,DROITE,GAUCHE,CENTRE,DROITE,DROITE,10.88,1.08,55.05,32.99,DROITE,23.67,579.46069,2448.05491,6164,6202,30.34,187.0,9.0,2
59328,00328,Lambersart,2017,20728,3889,16839,16549,18.76,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,30.43,27.25,17.11,11.15,7.2,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,30.43,1.47,42.44,25.66,DROITE,11.77,1513.10228,12851.92888,27618,28027,37.48,1035.0,13.0,2
59329,00329,Lambres-lez-Douai,2017,3805,680,3125,3064,17.87,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,29.34,20.07,19.71,17.95,5.03,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.07,1.24,52.32,26.37,DROITE,16.06,347.59301,2163.68914,5152,5259,32.8,169.0,10.0,2
59330,00330,Landas,2017,1976,326,1650,1612,16.5,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.67,24.32,20.66,12.59,7.38,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.66,1.49,59.37,18.49,DROITE,5.38,60.17817,1118.31097,2402,2443,10.82,26.0,6.0,2
59331,00331,Landrecies,2017,2593,600,1993,1933,23.14,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,36.16,21.16,15.36,13.55,5.85,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.55,1.81,57.37,27.26,DROITE,27.4,385.0,1405.0,3491,3597,17.47,61.0,6.0,2
